id,quality
446,5
447,5
448,5
449,5
450,5
451,5
452,7
453,6
454,5
455,5
456,6
457,5
458,5
459,6
460,6
461,5
462,6
463,5
464,5
465,5
466,7
467,5
468,6
469,5
470,5
471,5
472,6
473,5
474,6
475,6
476,5
477,5
478,5
479,6
480,6
481,5
482,6
483,7
484,7
485,6
486,5
487,5
488,5
489,6
490,6
491,7
492,5
493,5
494,7
495,6
496,6
497,5
498,5
499,7
500,5
501,5
502,6
503,7
504,5
505,6
506,5
507,5
508,5
509,5
510,6
511,5
512,5
513,7
514,5
515,5
516,5
517,6
518,7
519,5
520,5
521,7
522,6
523,6
524,6
525,5
526,7
527,6
528,7
529,5
530,5
531,5
532,5
533,7
534,5
535,5
536,7
537,5
538,6
539,5
540,5
541,5
542,5
543,6
544,5
545,5
546,6
547,5
548,5
549,7
550,7
551,5
552,5
553,5
554,5
555,5
556,5
557,5
558,5
559,7
560,6
561,7
562,5
563,6
564,5
565,6
566,5
567,5
568,6
569,5
570,6
571,5
572,5
573,5
574,5
575,6
576,7
577,6
578,6
579,7
580,5
581,5
582,5
583,5
584,5
585,6
586,7
587,5
588,7
589,5
590,6
591,5
592,7
593,5
594,6
595,6
596,6
597,7
598,5
599,5
600,6
601,6
602,7
603,5
604,5
605,7
606,6
607,5
608,5
609,5
610,5
611,5
612,5
613,6
614,6
615,5
616,7
617,5
618,5
619,5
620,7
621,7
622,6
623,7
624,6
625,6
626,5
627,6
628,5
629,5
630,6
631,5
632,7
633,7
634,5
635,5
636,7
637,6
638,7
639,6
640,6
641,6
642,6
643,6
644,5
645,5
646,7
647,5
648,5
649,5
650,5
651,5
652,5
653,6
654,7
655,5
656,5
657,5
658,5
659,5
660,7
661,5
662,5
663,7
664,6
665,5
666,5
667,6
668,6
669,5
670,7
671,5
672,5
673,6
674,5
675,5
676,5
677,5
678,6
679,5
680,6
681,7
682,6
683,5
684,6
685,7
686,5
687,5
688,5
689,5
690,7
691,5
692,7
693,6
694,5
695,6
696,5
697,5
698,6
699,5
700,5
701,5
702,5
703,5
704,6
705,5
706,5
707,5
708,6
709,5
710,5
711,5
712,5
713,5
714,5
715,5
716,5
717,5
718,5
719,6
720,6
721,6
722,5
723,5
724,5
725,5
726,5
727,5
728,6
729,5
730,6
731,5
732,7
733,5
734,5
735,5
736,6
737,5
738,7
739,5
740,5
741,5
742,6
743,5
744,6
745,6
746,7
747,6
748,5
749,5
750,5
751,5
752,7
753,6
754,7
755,7
756,5
757,5
758,7
759,5
760,5
761,5
762,6
763,5
764,5
765,5
766,5
767,5
768,5
769,6
770,6
771,5
772,6
773,7
774,5
775,5
776,7
777,5
778,5
779,7
780,6
781,6
782,5
783,5
784,5
785,7
786,7
787,5
788,5
789,5
790,5
791,5
792,5
793,7
794,6
795,6
796,7
797,5
798,5
799,6
800,5
801,5
802,6
803,5
804,7
805,7
806,6
807,5
808,5
809,5
810,5
811,7
812,6
813,6
814,7
815,7
816,5
817,7
818,5
819,5
820,5
821,5
822,6
823,5
824,5
825,6
826,5
827,5
828,6
829,6
830,5
831,6
832,6
833,5
834,6
835,6
836,5
837,5
838,6
839,5
840,5
841,7
842,7
843,5
844,7
845,6
846,7
847,7
848,7
849,7
850,6
851,5
852,5
853,6
854,5
855,5
856,5
857,7
858,7
859,6
860,5
861,6
862,5
863,7
864,5
865,5
866,6
867,5
868,5
869,7
870,6
871,6
872,5
873,6
874,5
875,7
876,6
877,5
878,5
879,5
880,6
881,5
882,6
883,7
884,5
885,5
886,6
887,7
888,5
889,6
890,5
891,6
892,6
893,6
894,5
895,6
896,7
897,5
898,7
899,6
900,6
901,6
902,5
903,5
904,6
905,5
906,6
907,7
908,7
909,5
910,5
911,5
912,5
913,6
914,6
915,7
916,5
917,6
918,7
919,5
920,6
921,5
922,5
923,5
924,5
925,6
926,5
927,6
928,5
929,5
930,6
931,5
932,5
933,5
934,6
935,5
936,6
937,5
938,5
939,5
940,6
941,5
942,5
943,6
944,5
945,6
946,5
947,5
948,5
949,6
950,7
951,6
952,6
953,6
954,5
955,7
956,5
957,5
958,5
959,6
960,6
961,5
962,5
963,5
964,6
965,7
966,7
967,5
968,5
969,6
970,6
971,6
972,6
973,7
974,5
975,6
976,5
977,6
978,5
979,5
980,5
981,6
982,5
983,6
984,5
985,6
986,6
987,6
988,5
989,5
990,7
991,5
992,5
993,6
994,6
995,5
996,5
997,5
998,5
999,5
1000,5
1001,6
1002,5
1003,5
1004,5
1005,5
1006,5
1007,5
1008,5
1009,6
1010,7
1011,6
1012,5
1013,5
1014,6
1015,5
1016,5
1017,5
1018,6
1019,6
1020,5
1021,5
1022,7
1023,5
1024,5
1025,6
1026,5
1027,5
1028,7
1029,7
1030,6
1031,5
1032,5
1033,5
1034,7
1035,5
1036,6
1037,7
1038,6
1039,6
1040,5
1041,6
1042,6
1043,6
1044,6
1045,5
1046,6
1047,5
1048,5
1049,5
1050,6
1051,5
1052,5
1053,5
1054,7
1055,5
1056,6
1057,5
1058,5
1059,5
1060,6
1061,6
1062,5
1063,7
1064,5
1065,6
1066,5
1067,5
1068,5
1069,5
1070,6
1071,7
1072,6
1073,5
1074,5
1075,6
1076,6
1077,5
1078,5
1079,7
1080,7
1081,5
1082,5
1083,5
1084,6
1085,5
1086,5
1087,6
1088,6
1089,5
1090,6
1091,7
1092,6
1093,7
1094,7
1095,5
1096,5
1097,5
1098,5
1099,5
1100,5
1101,6
1102,5
1103,5
1104,7
1105,6
1106,6
1107,6
1108,5
1109,6
1110,5
1111,5
1112,7
1113,6
1114,5
1115,5
1116,5
1117,6
1118,5
1119,5
1120,5
1121,6
1122,5
1123,5
1124,5
1125,6
1126,6
1127,5
1128,5
1129,5
1130,5
1131,5
1132,5
1133,5
1134,5
1135,5
1136,6
1137,7
1138,6
1139,5
1140,7
1141,6
1142,5
1143,6
1144,5
1145,5
1146,7
1147,5
1148,7
1149,7
1150,5
1151,6
1152,5
1153,6
1154,6
1155,6
1156,6
1157,5
1158,6
1159,6
1160,6
1161,5
1162,6
1163,6
1164,6
1165,5
1166,6
1167,5
1168,5
1169,5
1170,5
1171,5
1172,5
1173,6
1174,5
1175,5
1176,7
1177,5
1178,5
1179,6
1180,7
1181,6
1182,7
1183,5
1184,7
1185,5
1186,7
1187,6
1188,5
1189,5
1190,5
1191,7
1192,5
1193,5
1194,6
1195,6
1196,5
1197,6
1198,6
1199,6
1200,5
1201,6
1202,6
1203,6
1204,5
1205,5
1206,6
1207,6
1208,6
1209,5
1210,6
1211,7
1212,7
1213,5
1214,5
1215,6
1216,6
1217,5
1218,6
1219,6
1220,6
1221,6
1222,6
1223,5
1224,6
1225,5
1226,5
1227,5
1228,6
1229,5
1230,6
1231,5
1232,5
1233,5
1234,5
1235,7
1236,6
1237,5
1238,5
1239,5
1240,7
1241,5
1242,5
1243,5
1244,5
1245,7
1246,5
1247,5
1248,7
1249,6
1250,5
1251,6
1252,5
1253,7
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,6
1261,5
1262,5
1263,7
1264,6
1265,6
1266,7
1267,5
1268,6
1269,6
1270,5
1271,5
1272,5
1273,6
1274,6
1275,5
1276,5
1277,7
1278,5
1279,5
1280,5
1281,6
1282,6
1283,6
1284,5
1285,5
1286,5
1287,6
1288,5
1289,5
1290,5
1291,7
1292,5
1293,6
1294,5
1295,7
1296,5
1297,7
1298,5
1299,5
1300,5
1301,7
1302,6
1303,5
1304,7
1305,6
1306,5
1307,5
1308,6
1309,5
1310,5
1311,5
1312,5
1313,5
1314,5
1315,7
1316,6
1317,6
1318,5
1319,6
1320,7
1321,6
1322,6
1323,7
1324,6
1325,6
1326,6
1327,6
1328,6
1329,5
1330,6
1331,6
1332,6
1333,5
1334,5
1335,6
1336,6
1337,6
1338,5
1339,5
1340,7
1341,6
1342,7
1343,5
1344,6
1345,7
1346,5
1347,5
1348,6
1349,7
1350,6
1351,5
1352,5
1353,5
1354,5
1355,5
1356,5
1357,5
1358,5
1359,6
1360,6
1361,6
1362,6
1363,7
1364,5
1365,6
1366,7
1367,5
1368,7
1369,5
1370,6
1371,5
1372,6
1373,7
1374,6
1375,7
1376,6
1377,5
1378,6
1379,7
1380,5
1381,5
1382,5
1383,7
1384,6
1385,5
1386,6
1387,7
1388,6
1389,6
1390,5
1391,5
1392,5
1393,5
1394,7
1395,7
1396,5
1397,6
1398,7
1399,6
1400,6
1401,7
1402,7
1403,5
1404,7
1405,5
1406,6
1407,6
1408,6
1409,5
1410,5
1411,7
1412,5
1413,5
1414,5
1415,5
1416,5
1417,5
1418,6
1419,6
1420,5
1421,6
1422,6
1423,6
1424,6
1425,6
1426,5
1427,5
1428,6
1429,5
1430,7
1431,7
1432,5
1433,5
1434,7
1435,6
1436,5
1437,5
1438,5
1439,6
1440,6
1441,5
1442,6
1443,6
1444,6
1445,7
1446,6
1447,5
1448,5
1449,6
1450,5
1451,6
1452,5
1453,5
1454,5
1455,5
1456,6
1457,6
1458,6
1459,5
1460,5
1461,5
1462,6
1463,5
1464,5
1465,7
1466,5
1467,6
1468,5
1469,6
1470,5
1471,6
1472,7
1473,5
1474,6
1475,6
1476,6
1477,5
1478,6
1479,6
1480,7
1481,5
1482,5
1483,5
1484,6
1485,7
1486,5
1487,6
1488,6
1489,5
1490,6
1491,7
1492,5
1493,5
1494,5
1495,5
1496,6
1497,5
1498,6
1499,5
1500,5
1501,6
1502,6
1503,6
1504,5
1505,5
1506,5
1507,5
1508,5
1509,6
1510,6
1511,7
1512,6
1513,5
1514,5
1515,5
1516,5
1517,6
1518,5
1519,6
1520,7
1521,5
1522,5
1523,7
1524,6
1525,6
1526,5
1527,5
1528,6
1529,5
1530,5
1531,5
1532,6
1533,7
1534,6
1535,6
1536,7
1537,5
1538,7
1539,5
1540,5
1541,7
1542,5
1543,7
1544,5
1545,7
1546,5
1547,5
1548,6
1549,5
1550,6
1551,7
1552,6
1553,5
1554,6
1555,5
1556,6
1557,7
1558,6
1559,6
1560,7
1561,6
1562,5
1563,5
1564,6
1565,5
1566,6
1567,6
1568,6
1569,5
1570,5
1571,6
1572,6
1573,6
1574,5
1575,5
1576,5
1577,6
1578,7
1579,6
1580,5
1581,5
1582,5
1583,5
1584,6
1585,5
1586,7
1587,7
1588,6
1589,6
1590,7
1591,7
1592,6
1593,6
1594,7
1595,6
1596,6
1597,5
1598,7
1599,7
1600,5
1601,5
1602,7
1603,7
1604,7
1605,6
1606,6
1607,6
1608,5
1609,5
1610,5
1611,6
1612,7
1613,6
1614,6
1615,5
1616,5
1617,5
1618,6
1619,5
1620,6
1621,6
1622,5
1623,7
1624,7
1625,6
1626,5
1627,7
1628,5
1629,6
1630,6
1631,5
1632,5
1633,5
1634,6
1635,5
1636,7
1637,5
1638,5
1639,5
1640,6
1641,6
1642,6
1643,6
1644,6
1645,6
1646,6
1647,5
1648,6
1649,5
1650,6
1651,7
1652,5
1653,5
1654,5
1655,5
1656,6
1657,5
1658,5
1659,5
1660,5
1661,5
1662,5
1663,6
1664,5
1665,6
1666,5
1667,7
1668,5
1669,6
1670,5
1671,6
1672,6
1673,5
1674,5
1675,5
1676,5
1677,6
1678,5
1679,5
1680,5
1681,5
1682,5
1683,5
1684,5
1685,5
1686,5
1687,5
1688,5
1689,7
1690,5
1691,6
1692,6
1693,5
1694,5
1695,6
1696,5
1697,7
1698,6
1699,6
1700,7
1701,5
1702,6
1703,6
1704,6
1705,5
1706,6
1707,6
1708,5
1709,5
1710,5
1711,5
1712,7
1713,5
1714,5
1715,5
1716,5
1717,6
1718,7
1719,5
1720,6
1721,6
1722,6
1723,5
1724,5
1725,5
1726,6
1727,5
1728,5
1729,6
1730,6
1731,6
1732,6
1733,5
1734,6
1735,5
1736,5
1737,6
1738,6
1739,7
1740,6
1741,5
1742,6
1743,5
1744,6
1745,6
1746,5
1747,6
1748,5
1749,6
1750,6
1751,5
1752,6
1753,7
1754,7
1755,6
1756,6
1757,5
1758,6
1759,6
1760,5
1761,6
1762,6
1763,6
1764,6
1765,6
1766,6
1767,7
1768,5
1769,6
1770,5
1771,6
1772,5
1773,5
1774,7
1775,7
1776,6
1777,6
1778,6
1779,6
1780,7
1781,6
1782,6
1783,6
1784,7
1785,5
1786,5
1787,6
1788,7
1789,6
1790,5
1791,5
1792,5
1793,5
1794,5
1795,7
1796,6
1797,5
1798,6
1799,5
1800,6
1801,7
1802,6
1803,6
1804,5
1805,6
1806,6
1807,7
1808,6
1809,6
1810,6
1811,6
1812,6
1813,6
1814,6
1815,6
1816,5
1817,6
1818,5
1819,5
1820,5
1821,6
1822,5
1823,5
1824,6
1825,5
1826,5
1827,6
1828,5
1829,7
1830,5
1831,5
1832,5
1833,5
1834,5
1835,5
1836,6
1837,6
1838,5
1839,7
1840,6
1841,6
1842,7
1843,5
1844,5
1845,5
1846,5
1847,6
1848,7
1849,5
1850,5
1851,6
1852,6
1853,6
1854,5
1855,5
1856,6
1857,6
1858,5
1859,6
1860,6
1861,5
1862,6
1863,7
1864,6
1865,5
1866,7
1867,5
1868,6
1869,6
1870,7
1871,5
1872,6
1873,5
1874,7
1875,5
1876,6
1877,6
1878,6
1879,6
1880,5
1881,5
1882,5
1883,5
1884,5
1885,5
1886,7
1887,5
1888,5
1889,5
1890,5
1891,5
1892,5
1893,5
1894,5
1895,6
1896,6
1897,6
1898,6
1899,5
1900,6
1901,5
1902,6
1903,5
1904,6
1905,5
1906,7
1907,5
1908,5
1909,5
1910,6
1911,5
1912,5
1913,5
1914,6
1915,5
1916,6
1917,6
1918,5
1919,6
1920,5
1921,6
1922,5
1923,5
1924,5
1925,5
1926,5
1927,6
1928,6
1929,7
1930,5
1931,5
1932,5
1933,5
1934,6
1935,5
1936,5
1937,5
1938,7
1939,5
1940,5
1941,6
1942,5
1943,6
1944,6
1945,5
1946,6
1947,7
1948,6
1949,5
1950,6
1951,5
1952,7
1953,5
1954,5
1955,7
1956,6
1957,5
1958,7
1959,5
1960,6
1961,5
1962,6
1963,5
1964,5
1965,6
1966,5
1967,7
1968,6
1969,6
1970,5
1971,7
1972,6
1973,5
1974,5
1975,5
1976,6
1977,5
1978,5
1979,7
1980,5
1981,5
1982,6
1983,6
1984,5
1985,6
1986,6
1987,6
1988,5
1989,6
1990,6
1991,5
1992,6
1993,6
1994,5
1995,5
1996,6
1997,5
1998,5
1999,6
2000,6
2001,6
2002,5
2003,5
2004,7
2005,5
2006,5
2007,6
2008,5
2009,6
2010,5
2011,7
2012,6
2013,6
2014,6
2015,5
2016,5
2017,5
2018,6
2019,5
2020,6
2021,5
2022,7
2023,5
2024,7
2025,5
2026,7
2027,5
2028,5
2029,5
2030,5
2031,6
2032,5
2033,6
2034,5
2035,6
2036,5
2037,5
2038,6
2039,6
2040,5
2041,6
2042,6
2043,6
2044,6
2045,7
2046,6
2047,5
2048,6
2049,7
2050,5
2051,5
2052,7
2053,7
2054,5
2055,6
2056,6
2057,6
2058,6
2059,5
2060,5
2061,6
2062,7
2063,5
2064,5
2065,5
2066,5
2067,5
2068,5
2069,6
2070,5
2071,5
2072,5
2073,5
2074,5
2075,5
2076,6
2077,6
2078,6
2079,6
2080,5
2081,5
2082,7
2083,6
2084,5
2085,5
2086,6
2087,5
2088,5
2089,7
2090,5
2091,7
2092,7
2093,6
2094,5
2095,6
2096,6
2097,5
2098,7
2099,5
2100,6
2101,5
2102,6
2103,5
2104,6
2105,5
2106,6
2107,5
2108,6
2109,6
2110,5
2111,6
2112,6
2113,5
2114,5
2115,5
2116,6
2117,5
2118,5
2119,5
2120,5
2121,5
2122,5
2123,5
2124,5
2125,6
2126,6
2127,7
2128,7
2129,5
2130,5
2131,6
2132,5
2133,7
2134,5
2135,7
2136,5
2137,6
2138,5
2139,5
2140,5
2141,6
2142,6
2143,7
2144,6
2145,6
2146,6
2147,5
2148,7
2149,6
2150,6
2151,7
2152,6
2153,5
2154,7
2155,7
2156,5
2157,5
2158,6
2159,5
2160,5
2161,5
2162,5
2163,5
2164,6
2165,5
2166,6
2167,7
2168,5
2169,5
2170,5
2171,5
2172,5
2173,5
2174,5
2175,5
2176,5
2177,6
2178,6
2179,6
2180,5
2181,5
2182,5
2183,6
2184,7
2185,7
2186,5
2187,6
2188,6
2189,5
2190,6
2191,5
2192,5
2193,7
2194,5
2195,5
2196,7
2197,5
2198,7
2199,5
2200,5
2201,5
2202,6
2203,5
2204,6
2205,7
2206,6
2207,5
2208,6
2209,7
2210,7
2211,5
2212,5
2213,6
2214,5
2215,6
2216,5
2217,5
2218,6
2219,5
2220,6
2221,5
2222,6
2223,5
2224,5
2225,5
2226,5
2227,6
2228,7
2229,7
2230,5
2231,5
2232,6
2233,5
2234,5
2235,6
2236,5
2237,5
2238,6
2239,5
2240,5
2241,5
2242,5
2243,5
2244,6
2245,5
2246,5
2247,6
2248,5
2249,6
2250,7
2251,6
2252,5
2253,5
2254,6
2255,6
2256,7
2257,5
2258,5
2259,5
2260,6
2261,6
2262,6
2263,5
2264,5
2265,6
2266,6
2267,6
2268,7
2269,6
2270,5
2271,6
2272,5
2273,5
2274,5
2275,7
2276,6
2277,5
2278,5
2279,6
2280,7
2281,6
2282,6
2283,6
2284,5
2285,6
2286,5
2287,5
2288,5
2289,5
2290,5
2291,5
2292,5
2293,5
2294,7
2295,6
2296,5
2297,5
2298,5
2299,7
2300,6
2301,5
2302,5
2303,5
2304,6
2305,5
2306,6
2307,5
2308,6
2309,6
2310,5
2311,6
2312,7
2313,5
2314,7
2315,6
2316,6
2317,5
2318,5
2319,6
2320,5
2321,7
2322,7
2323,6
2324,6
2325,6
2326,6
2327,5
2328,6
2329,5
2330,5
2331,6
2332,5
2333,7
2334,6
2335,7
2336,5
2337,5
2338,6
2339,5
2340,6
2341,6
2342,5
2343,6
2344,7
2345,5
2346,6
2347,6
2348,7
2349,6
2350,6
2351,5
2352,5
2353,5
2354,5
2355,7
2356,5
2357,6
2358,6
2359,7
2360,6
2361,6
2362,7
2363,5
2364,5
2365,5
2366,7
2367,5
2368,6
2369,5
2370,5
2371,7
2372,6
2373,7
2374,7
2375,7
2376,5
2377,6
2378,6
2379,7
2380,6
2381,6
2382,6
2383,6
2384,6
2385,5
2386,5
2387,5
2388,6
2389,5
2390,5
2391,7
2392,5
2393,7
2394,5
2395,5
2396,5
2397,6
2398,5
2399,5
2400,5
2401,6
2402,5
2403,6
2404,5
2405,5
2406,5
2407,6
2408,5
2409,5
2410,5
2411,5
2412,5
2413,6
2414,6
2415,6
2416,5
2417,6
2418,6
2419,5
2420,6
2421,7
2422,5
2423,6
2424,5
2425,6
2426,6
2427,6
2428,5
2429,5
2430,5
2431,5
2432,7
2433,6
2434,7
2435,6
2436,5
2437,5
2438,5
2439,6
2440,6
2441,7
2442,6
2443,5
2444,6
2445,7
2446,5
2447,6
2448,6
2449,5
2450,5
2451,7
2452,7
2453,5
2454,5
2455,5
2456,5
2457,5
2458,5
2459,6
2460,7
2461,5
2462,5
2463,6
2464,5
2465,5
2466,5
2467,5
2468,6
2469,5
2470,5
2471,5
2472,6
2473,6
2474,6
2475,5
2476,6
2477,5
2478,6
2479,5
2480,7
2481,7
2482,6
2483,5
2484,6
2485,5
2486,6
2487,5
2488,7
2489,5
2490,5
2491,6
2492,6
2493,5
2494,7
2495,6
2496,6
2497,5
2498,7
2499,5
2500,7
2501,5
2502,5
2503,5
2504,6
2505,5
2506,5
2507,6
2508,5
2509,5
2510,6
2511,6
2512,6
2513,6
2514,5
2515,5
2516,5
2517,6
2518,5
2519,6
2520,5
2521,5
2522,5
2523,5
2524,5
2525,7
2526,7
2527,6
2528,6
2529,5
2530,5
2531,5
2532,7
2533,7
2534,5
2535,6
2536,6
2537,5
2538,5
2539,5
2540,7
2541,6
2542,5
2543,5
2544,5
2545,7
2546,7
2547,5
2548,5
2549,6
2550,7
2551,5
2552,5
2553,5
2554,6
2555,7
2556,6
2557,7
2558,5
2559,7
2560,6
2561,5
2562,6
2563,6
2564,5
2565,5
2566,7
2567,5
2568,5
2569,5
2570,6
2571,5
2572,6
2573,6
2574,6
2575,6
2576,5
2577,7
2578,5
2579,5
2580,5
2581,5
2582,6
2583,6
2584,5
2585,5
2586,6
2587,7
2588,5
2589,6
2590,7
2591,6
2592,7
2593,5
2594,5
2595,5
2596,6
2597,5
2598,5
2599,5
2600,6
2601,5
2602,5
2603,6
2604,7
2605,5
2606,6
2607,5
2608,5
2609,7
2610,6
2611,7
2612,5
2613,5
2614,7
2615,6
2616,5
2617,6
2618,6
2619,6
2620,5
2621,6
2622,5
2623,5
2624,7
2625,5
2626,5
2627,5
2628,5
2629,5
2630,5
2631,6
2632,5
2633,6
2634,5
2635,6
2636,5
2637,5
2638,6
2639,5
2640,5
2641,7
2642,5
2643,5
2644,5
2645,5
2646,6
2647,5
2648,5
2649,5
2650,5
2651,6
2652,7
2653,5
2654,5
2655,5
2656,5
2657,5
2658,5
2659,5
2660,5
2661,5
2662,6
2663,6
2664,6
2665,6
2666,6
2667,6
2668,7
2669,5
2670,7
2671,6
2672,6
2673,6
2674,6
2675,7
2676,5
2677,5
2678,6
2679,5
2680,5
2681,5
2682,6
2683,7
2684,5
2685,5
2686,6
2687,5
2688,5
2689,5
2690,5
2691,6
2692,6
2693,5
2694,7
2695,6
2696,5
2697,6
2698,5
2699,5
2700,5
2701,5
2702,5
2703,6
2704,5
2705,5
2706,5
2707,6
2708,5
2709,6
2710,5
2711,5
2712,5
2713,6
2714,6
2715,6
2716,6
2717,6
2718,6
2719,6
2720,5
2721,5
2722,5
2723,6
2724,5
2725,5
2726,5
2727,5
2728,6
2729,7
2730,5
2731,6
2732,5
2733,6
2734,7
2735,5
2736,5
2737,6
2738,6
2739,6
2740,6
2741,5
2742,6
2743,6
2744,5
2745,7
2746,5
2747,5
2748,5
2749,5
2750,5
2751,6
2752,5
2753,7
2754,5
2755,6
2756,5
2757,5
2758,5
2759,5
2760,5
2761,7
2762,5
2763,6
2764,6
2765,7
2766,5
2767,6
2768,7
2769,6
2770,5
2771,5
2772,6
2773,5
2774,5
2775,5
2776,6
2777,5
2778,6
2779,6
2780,5
2781,5
2782,6
2783,5
2784,7
2785,6
2786,6
2787,5
2788,7
2789,5
2790,5
2791,7
2792,5
2793,7
2794,5
2795,6
2796,5
2797,6
2798,7
2799,6
2800,5
2801,7
2802,5
2803,6
2804,7
2805,6
2806,5
2807,5
2808,7
2809,5
2810,5
2811,5
2812,6
2813,6
2814,7
2815,6
2816,5
2817,5
2818,5
2819,7
2820,5
2821,5
2822,5
2823,7
2824,5
2825,5
2826,6
2827,6
2828,5
2829,5
2830,6
2831,5
2832,6
2833,5
2834,5
2835,6
2836,7
2837,5
2838,7
2839,5
2840,5
2841,5
2842,6
2843,5
2844,5
2845,5
2846,6
2847,6
2848,7
2849,5
2850,6
2851,5
2852,5
2853,6
2854,6
2855,6
2856,5
2857,5
2858,5
2859,6
2860,5
2861,5
2862,5
2863,6
2864,6
2865,5
2866,5
2867,5
2868,5
2869,5
2870,5
2871,7
2872,5
2873,6
2874,6
2875,5
2876,6
2877,5
2878,6
2879,5
2880,6
2881,6
2882,7
2883,5
2884,5
2885,5
2886,5
2887,6
2888,6
2889,7
2890,7
2891,6
2892,7
2893,5
2894,7
2895,5
2896,5
2897,7
2898,5
2899,6
2900,6
2901,6
2902,5
2903,5
2904,6
2905,5
2906,5
2907,5
2908,5
2909,5
2910,5
2911,5
2912,5
2913,5
2914,7
2915,6
2916,5
2917,5
2918,5
2919,5
2920,7
2921,6
2922,6
2923,7
2924,5
2925,6
2926,5
2927,5
2928,5
2929,5
2930,6
2931,6
2932,5
2933,6
2934,6
2935,5
2936,6
2937,5
2938,5
2939,6
2940,5
2941,7
2942,6
2943,7
2944,5
2945,5
2946,7
2947,7
2948,6
2949,6
2950,6
2951,6
2952,5
2953,6
2954,6
2955,6
2956,6
2957,6
2958,5
2959,7
2960,5
2961,7
2962,6
2963,5
2964,5
2965,6
2966,5
2967,5
2968,6
2969,7
2970,6
2971,5
2972,5
2973,7
2974,5
2975,5
2976,7
2977,5
2978,5
2979,5
2980,5
2981,5
2982,6
2983,5
2984,7
2985,6
2986,6
2987,7
2988,6
2989,5
2990,6
2991,5
2992,5
2993,5
2994,5
2995,6
2996,5
2997,5
